PModel,Task,OpType,Opt,InsCount,Timer,Time,LNum,AvTime,AbsError,RelError,TaskPerf
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000456095,1,0.000460768,4.673e-06,1.02457%,2.19253e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000689507,2,0.000460768,0.000228739,33.1743%,1.45031e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000524044,3,0.000460768,6.32763e-05,12.0746%,1.90824e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000536203,4,0.000460768,7.54356e-05,14.0685%,1.86496e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000488043,5,0.000460768,2.72751e-05,5.58867%,2.049e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000385523,6,0.000460768,7.52449e-05,19.5176%,2.59388e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000352144,7,0.000460768,0.000108624,30.8463%,2.83975e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000420332,8,0.000460768,4.04358e-05,9.61997%,2.37907e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000386477,9,0.000460768,7.42912e-05,19.2227%,2.58748e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.00036931,10,0.000460768,9.14574e-05,24.7644%,2.70775e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000519514,1,0.000444555,7.49588e-05,14.4286%,1.92488e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000420809,2,0.000444555,2.37465e-05,5.64306%,2.37638e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000380516,3,0.000444555,6.40392e-05,16.8296%,2.62801e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000398874,4,0.000444555,4.5681e-05,11.4525%,2.50706e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000400782,5,0.000444555,4.37737e-05,10.9221%,2.49512e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000477791,6,0.000444555,3.32355e-05,6.95609%,2.09297e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000543833,7,0.000444555,9.92775e-05,18.2552%,1.8388e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000422955,8,0.000444555,2.16007e-05,5.1071%,2.36432e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000486135,9,0.000444555,4.15802e-05,8.55321%,2.05704e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000394344,10,0.000444555,5.0211e-05,12.7328%,2.53585e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000368357,1,0.000408459,4.0102e-05,10.8867%,2.71476e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000374317,2,0.000408459,3.41415e-05,9.12102%,2.67153e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000373602,3,0.000408459,3.48568e-05,9.32993%,2.67665e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000419617,4,0.000408459,1.1158e-05,2.65909%,2.38313e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000397682,5,0.000408459,1.07765e-05,2.70983%,2.51457e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000545979,6,0.000408459,0.00013752,25.1878%,1.83157e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000410318,7,0.000408459,1.85966e-06,0.453225%,2.43713e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000393629,8,0.000408459,1.48296e-05,3.76741%,2.54046e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000385284,9,0.000408459,2.31743e-05,6.01485%,2.59549e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,double,O3,10,gettimeofday,0.000415802,10,0.000408459,7.34329e-06,1.76606%,2.40499e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00137591,1,0.00152025,0.000144339,10.4904%,7.2679e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00118804,2,0.00152025,0.000332212,27.9631%,8.41723e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00142598,3,0.00152025,9.42707e-05,6.61093%,7.01271e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00164533,4,0.00152025,0.000125074,7.6018%,6.07782e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00242376,5,0.00152025,0.000903511,37.2772%,4.12582e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00196552,6,0.00152025,0.000445271,22.6541%,5.0877e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00142074,7,0.00152025,9.95159e-05,7.00453%,7.0386e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.0012691,8,0.00152025,0.00025115,19.7896%,7.87959e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00120497,9,0.00152025,0.000315285,26.1654%,8.29898e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,sin,int,O3,10,gettimeofday,0.00128317,10,0.00152025,0.000237083,18.4764%,7.79321e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000418186,1,0.000453424,3.52383e-05,8.42645%,2.39128e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000401258,2,0.000453424,5.2166e-05,13.0006%,2.49216e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000658512,3,0.000453424,0.000205088,31.1441%,1.51857e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000586987,4,0.000453424,0.000133562,22.7539%,1.70362e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000413418,5,0.000453424,4.00066e-05,9.67705%,2.41886e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000461817,6,0.000453424,8.39233e-06,1.81724%,2.16536e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000414133,7,0.000453424,3.92914e-05,9.48762%,2.41468e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000368595,8,0.000453424,8.48293e-05,23.0142%,2.713e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000426054,9,0.000453424,2.73705e-05,6.42417%,2.34712e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,double,O3,10,gettimeofday,0.000385284,10,0.000453424,6.814e-05,17.6856%,2.59549e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00124621,1,0.00145595,0.000209737,16.8299%,8.0243e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00128841,2,0.00145595,0.000167537,13.0033%,7.76148e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00169277,3,0.00145595,0.000236821,13.9901%,5.90747e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00176239,4,0.00145595,0.000306439,17.3877%,5.67411e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00179458,5,0.00145595,0.000338626,18.8694%,5.57234e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00166869,6,0.00145595,0.000212741,12.749%,5.99272e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.0015378,7,0.00145595,8.18491e-05,5.32248%,6.5028e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00119472,8,0.00145595,0.000261235,21.8659%,8.37019e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00118184,9,0.00145595,0.00027411,23.1935%,8.46138e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,cos,int,O3,10,gettimeofday,0.00119209,10,0.00145595,0.000263858,22.134%,8.38861e+06
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000519514,1,0.000444555,7.49588e-05,14.4286%,1.92488e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000420809,2,0.000444555,2.37465e-05,5.64306%,2.37638e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000380516,3,0.000444555,6.40392e-05,16.8296%,2.62801e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000398874,4,0.000444555,4.5681e-05,11.4525%,2.50706e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000400782,5,0.000444555,4.37737e-05,10.9221%,2.49512e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000477791,6,0.000444555,3.32355e-05,6.95609%,2.09297e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000543833,7,0.000444555,9.92775e-05,18.2552%,1.8388e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000422955,8,0.000444555,2.16007e-05,5.1071%,2.36432e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000486135,9,0.000444555,4.15802e-05,8.55321%,2.05704e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,double,O3,10,gettimeofday,0.000394344,10,0.000444555,5.0211e-05,12.7328%,2.53585e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000575304,1,0.000679731,0.000104427,18.1517%,1.73821e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000723839,2,0.000679731,4.41074e-05,6.09354%,1.38152e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.00064683,3,0.000679731,3.29018e-05,5.08662%,1.546e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000675678,4,0.000679731,4.05312e-06,0.599859%,1.47999e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000903606,5,0.000679731,0.000223875,24.7757%,1.10668e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000862837,6,0.000679731,0.000183105,21.2213%,1.15897e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.00064683,7,0.000679731,3.29018e-05,5.08662%,1.546e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000577927,8,0.000679731,0.000101805,17.6155%,1.73032e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000574827,9,0.000679731,0.000104904,18.2497%,1.73965e+07
Intel(R)_Core(TM)_i5-8250U_CPU_@_1.60GHz,log,int,O3,10,gettimeofday,0.000609636,10,0.000679731,7.00951e-05,11.4978%,1.64032e+07
