,sin,int,O3,10,gettimeofday,0.00121546,4,0.00145404,0.000238585,19.6293%,8.22735e+06
,sin,int,O3,10,gettimeofday,0.00117683,5,0.00145404,0.000277209,23.5555%,8.49737e+06
,sin,int,O3,10,gettimeofday,0.00115895,6,0.00145404,0.000295091,25.4618%,8.62848e+06
,sin,int,O3,10,gettimeofday,0.00121975,7,0.00145404,0.000234294,19.2084%,8.19841e+06
,sin,int,O3,10,gettimeofday,0.00155878,8,0.00145404,0.000104737,6.71918%,6.41527e+06
,sin,int,O3,10,gettimeofday,0.0019474,9,0.00145404,0.00049336,25.3342%,5.13504e+06
,sin,int,O3,10,gettimeofday,0.00156903,10,0.00145404,0.000114989,7.32867%,6.37335e+06
,sin,int,O3,10,gettimeofday,0.0018332,1,0.00177853,5.46694e-05,2.98218%,5.45494e+06
,sin,int,O3,10,gettimeofday,0.00126719,2,0.00177853,0.000511336,40.3518%,7.89145e+06
,sin,int,O3,10,gettimeofday,0.00118446,3,0.00177853,0.000594068,50.155%,8.44264e+06
,sin,int,O3,10,gettimeofday,0.00119209,4,0.00177853,0.000586438,49.194%,8.38861e+06
,sin,int,O3,10,gettimeofday,0.00116825,5,0.00177853,0.00061028,52.2388%,8.5598e+06
,sin,int,O3,10,gettimeofday,0.0011816,6,0.00177853,0.000596929,50.5186%,8.46308e+06
,sin,int,O3,10,gettimeofday,0.00131702,7,0.00177853,0.000461507,35.0416%,7.59287e+06
,sin,int,O3,10,gettimeofday,0.00353312,8,0.00177853,0.00175459,49.6612%,2.83036e+06
,sin,int,O3,10,gettimeofday,0.00277305,9,0.00177853,0.000994515,35.8636%,3.60614e+06
,sin,int,O3,10,gettimeofday,0.00233531,10,0.00177853,0.000556779,23.8418%,4.28209e+06
